"","Product.type","MalagasyName","EnglishName","LocalName","ScientificName","FinalName"
"5905","AKIO FOTY","Akio","Shark","","","Akio"
"5906","AMATO","Amato","Redaxil emperor/ Lethrinus conchyliatus","AMATO","APRION VIRESCENS, LUTJANUS ARGENTIMACULATUS, LETHRINUS MAHSENA, LUTJANUS MONASTIGMA","AMATO"
"5907","TABAKY","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5908","HORITA","Horita","Octopus","","","Horita"
"5909","FIANTSIFA","Fay Tsifa","Unicornfish, Naso unicornis","","","Fay Tsifa"
"5910","KAPOAKE","Kapike","","","","Kapike"
"5911","ANGY VOLA","","Fish","ANGY VOLA","SIGNANUS CARALLINUS, CTENOCHAETUS TRUNCATUS, ACANTHURUS THOMPSONI, ACANTHURUS LEUCOSTERNON, CTENOCHAETUS BINOTATUS, ACANTHURUS NIGROFUSCUS, ACANTHURUS MATA, ACANTHURUS XANTHOPTERUS, ACANTHURUS NIGRICAUDA, ACANTHURUS TENNENTI, SIGANUS CORALLINUS, CTENOSCHRETUS STUATUS","ANGY VOLA"
"5912","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5913","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"5914","TARATAKE","Fia Taratake","Blacktip or brownspotted grouper/ Epinephelus fasciatus or hexagonatus","","","Fia Taratake"
"5915","VALALA","Valalataitse","","","","Valalataitse"
"5916","HORITA","Horita","Octopus","","","Horita"
"5917","MALILA","Malily","Black and yellow grouper/ Epinephelus flavocaeruleus","MALILY","MACOLOR NIGER","MALILY"
"5918","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5919","BOTOSAKA","Fia BOTOSAKA","Sillago Sihana","","","Fia BOTOSAKA"
"5920","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5921","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5922","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"5923","HORITA","Horita","Octopus","","","Horita"
"5924","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"5925","AMPORAMA","Fia Amporama","One-spot snapper/Lutjanus fulviflamma or Lutjanus monostigma","AMPORAMA","LUTJANUS MONOSTIGMA, LUTJANUS FULVIFLAMMA, LUTJANUS EHRENBERGII, LUTJANUSFULVIFLAMMA, LUTJANUS FULVUS, LUTJANUS MONASTIGMA, LUTJANUS FULVUFFLAMMA","AMPORAMA"
"5926","",NA,NA,NA,NA,NA
"5927","HORITA","Horita","Octopus","","","Horita"
"5928","HORITA","Horita","Octopus","","","Horita"
"5929","HORITA","Horita","Octopus","","","Horita"
"5930","HORITA","Horita","Octopus","","","Horita"
"5931","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5932","KILOKA","Kiloka","","","","Kiloka"
"5933","",NA,NA,NA,NA,NA
"5934","MALILA","Malily","Black and yellow grouper/ Epinephelus flavocaeruleus","MALILY","MACOLOR NIGER","MALILY"
"5935","HORITA","Horita","Octopus","","","Horita"
"5936","",NA,NA,NA,NA,NA
"5937","AMBASISY","","","","",""
"5938","AMBITSY","Fia Ambitsy","Spangled or thumbprint emperor, Lethrinus nebulosus or Lethrinus harak","AMBITSY,AMBITSY LAVAORO","ELAGATIS BIPINNULATA, LETHRINUS OLIVACEUS, LETHRINUS NEBULOSUS<A0>, ELAGATIS BIPINNULATA<A0>","AMBITSY,AMBITSY LAVAORO"
"5939","TAMPAPOROHA","Tampampandra","","TAPOROHA","LETHRINUS HARAK","TAPOROHA"
"5940","",NA,NA,NA,NA,NA
"5941","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5942","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5943","HORITA","Horita","Octopus","","","Horita"
"5944","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"5945","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5946","ANGISY","Angisy","Squid","","","Angisy"
"5947","ANGISY","Angisy","Squid","","","Angisy"
"5948","HORITA","Horita","Octopus","","","Horita"
"5949","TABAKY","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5950","FIANTSIFA","Fay Tsifa","Unicornfish, Naso unicornis","","","Fay Tsifa"
"5951","SARIGEBA",NA,NA,NA,NA,NA
"5952","BABAKE","","","","",""
"5953","KINIRIKE","Kinirike","","KINIRIKE","SCOMBEROIDES LYSAN","KINIRIKE"
"5954","SARIGEBA",NA,NA,NA,NA,NA
"5955","HORITA","Horita","Octopus","","","Horita"
"5956","HORITA","Horita","Octopus","","","Horita"
"5957","MANGERILAVENOKETARATAKE","","Fish","","","Fish"
"5958","TSOIKE","","","","",""
"5959","HORITA","Horita","Octopus","","","Horita"
"5960","ANGISY","Angisy","Squid","","","Angisy"
"5961","HORITA","Horita","Octopus","","","Horita"
"5962","MANDRIANDOVOKE","Mandriandovoke","Fish","","","Mandriandovoke"
"5963","ANTSERAKE","Antseraky","Black-barred halfbeak/ hemiramphus far","","","Antseraky"
"5964","HORITA","Horita","Octopus","","","Horita"
"5965","HORITA","Horita","Octopus","","","Horita"
"5966","HORITA","Horita","Octopus","","","Horita"
"5967","VARAVARA","Fia varavara","Mangrove red snapper/ Lutjanus argentimaculatus","VARAVARA,VARAVARAMAHOZATSE","LUTJANUS ARGENTIMACULATUS, PRISTIPOMOIDES FILAMENTOSUS, LUTJANUS SANGUINEUS, LUTJANUS BOHAR, LUTJANU ARGENTIMACULATUS","VARAVARA,VARAVARAMAHOZATSE"
"5968","AMBITSY","Fia Ambitsy","Spangled or thumbprint emperor, Lethrinus nebulosus or Lethrinus harak","AMBITSY,AMBITSY LAVAORO","ELAGATIS BIPINNULATA, LETHRINUS OLIVACEUS, LETHRINUS NEBULOSUS<A0>, ELAGATIS BIPINNULATA<A0>","AMBITSY,AMBITSY LAVAORO"
"5969","AMPORAMA","Fia Amporama","One-spot snapper/Lutjanus fulviflamma or Lutjanus monostigma","AMPORAMA","LUTJANUS MONOSTIGMA, LUTJANUS FULVIFLAMMA, LUTJANUS EHRENBERGII, LUTJANUSFULVIFLAMMA, LUTJANUS FULVUS, LUTJANUS MONASTIGMA, LUTJANUS FULVUFFLAMMA","AMPORAMA"
"5970","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"5971","ANGELIKE","Fia Angelike","Sky emperor","ANGELEKE,ANGELIKE","LETHRINUS MAHSENA, LETHRINUS LENTJAN, LETHEINUS MAHSENA, LETHEINUS LENTJAN, LETHRINUS MASHENA","ANGELEKE,ANGELIKE"
"5972","HORITA","Horita","Octopus","","","Horita"
"5973","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"5974","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5975","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5976","HORITA","Horita","Octopus","","","Horita"
"5977","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5978","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5979","HORITA","Horita","Octopus","","","Horita"
"5980","MALILA","Malily","Black and yellow grouper/ Epinephelus flavocaeruleus","MALILY","MACOLOR NIGER","MALILY"
"5981","TABAKY","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5982","VORAMASAKY","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5983","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"5984","HORITA","Horita","Octopus","","","Horita"
"5985","VORAMASAKY","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5986","TABAKY","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5987","KILOKA","Kiloka","","","","Kiloka"
"5988","HORITA","Horita","Octopus","","","Horita"
"5989","TABAKY","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5990","TARATAKE","Fia Taratake","Blacktip or brownspotted grouper/ Epinephelus fasciatus or hexagonatus","","","Fia Taratake"
"5991","BOALY","Boalimena","Fish","BOALIMENA","ETELIS CARBUNCULUS","BOALIMENA"
"5992","DANGARODE","Dangarode","Fish","","","Dangarode"
"5993","ANGISY","Angisy","Squid","","","Angisy"
"5994","VORAMASAKY","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5995","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"5996","HORITA","Horita","Octopus","","","Horita"
"5997","TSOIKE","","","","",""
"5998","HORITA","Horita","Octopus","","","Horita"
"5999","HORITA","Horita","Octopus","","","Horita"
"6000","HORITA","Horita","Octopus","","","Horita"
"6001","BOTOSAKA","Fia BOTOSAKA","Sillago Sihana","","","Fia BOTOSAKA"
"6002","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"6003","ANGY","","Fish","ANGY","SIGNANUS CARALLINUS, CTENOCHAETUS TRUNCATUS, ACANTHURUS THOMPSONI, ACANTHURUS LEUCOSTERNON, CTENOCHAETUS BINOTATUS, ACANTHURUS NIGROFUSCUS, ACANTHURUS MATA, ACANTHURUS XANTHOPTERUS, ACANTHURUS NIGRICAUDA, ACANTHURUS TENNENTI, SIGANUS CORALLINUS, CTENOSCHRETUS STUATUS","ANGY"
"6004","FIANTSARA","Fia tsara","","","","Fia tsara"
"6005","TSOIKE","","","","",""
"6006","ANGY","","Fish","ANGY","SIGNANUS CARALLINUS, CTENOCHAETUS TRUNCATUS, ACANTHURUS THOMPSONI, ACANTHURUS LEUCOSTERNON, CTENOCHAETUS BINOTATUS, ACANTHURUS NIGROFUSCUS, ACANTHURUS MATA, ACANTHURUS XANTHOPTERUS, ACANTHURUS NIGRICAUDA, ACANTHURUS TENNENTI, SIGANUS CORALLINUS, CTENOSCHRETUS STUATUS","ANGY"
"6007","TSOIKE","","","","",""
"6008","LANORA KELYANANDANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"6009","HORITA","Horita","Octopus","","","Horita"
"6010","ANGISY","Angisy","Squid","","","Angisy"
"6011","HORITA","Horita","Octopus","","","Horita"
"6012","ANTSERAKE","Antseraky","Black-barred halfbeak/ hemiramphus far","","","Antseraky"
"6013","TSITSIKE","","","","",""
"6014","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"6015","MALILA","Malily","Black and yellow grouper/ Epinephelus flavocaeruleus","MALILY","MACOLOR NIGER","MALILY"
"6016","VORAMASAKY","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"6017","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"6018","FIANTSIFA","Fay Tsifa","Unicornfish, Naso unicornis","","","Fay Tsifa"
"6019","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"6020","HORITA","Horita","Octopus","","","Horita"
"6021","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"6022","HORITA","Horita","Octopus","","","Horita"
"6023","HORITA","Horita","Octopus","","","Horita"
"6024","ANGISY","Angisy","Squid","","","Angisy"
"6025","HORITA","Horita","Octopus","","","Horita"
"6026","VORAMASAKY","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"6027","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"6028","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"6029","SARIGEBA",NA,NA,NA,NA,NA
"6030","ANGISY","Angisy","Squid","","","Angisy"
"6031","ANGELIKE","Fia Angelike","Sky emperor","ANGELEKE,ANGELIKE","LETHRINUS MAHSENA, LETHRINUS LENTJAN, LETHEINUS MAHSENA, LETHEINUS LENTJAN, LETHRINUS MASHENA","ANGELEKE,ANGELIKE"
"6032","AMPORAMA","Fia Amporama","One-spot snapper/Lutjanus fulviflamma or Lutjanus monostigma","AMPORAMA","LUTJANUS MONOSTIGMA, LUTJANUS FULVIFLAMMA, LUTJANUS EHRENBERGII, LUTJANUSFULVIFLAMMA, LUTJANUS FULVUS, LUTJANUS MONASTIGMA, LUTJANUS FULVUFFLAMMA","AMPORAMA"
"6033","ANGISY","Angisy","Squid","","","Angisy"
"6034","AMPORAMA","Fia Amporama","One-spot snapper/Lutjanus fulviflamma or Lutjanus monostigma","AMPORAMA","LUTJANUS MONOSTIGMA, LUTJANUS FULVIFLAMMA, LUTJANUS EHRENBERGII, LUTJANUSFULVIFLAMMA, LUTJANUS FULVUS, LUTJANUS MONASTIGMA, LUTJANUS FULVUFFLAMMA","AMPORAMA"
"6035","SALABARO","Fia Salabaro","Snapper/ Lutjanus gibbus","SALABARO","LUTJANUS SANGUINEUS, LUTJANUS GIBBUS, APRION VIRESCENS, PLECTORHINCHUS SCHOTAF, LUTJANUS SEBAE, LUTJANUS RIVULATUS, LUTJANUS FULVUS, LETHRINUS NEBULOSUS, LETHRINUS NEBULOSUS<A0>, LUTJANNUS GIBBUS","SALABARO"
"6036","ANGELIKE","Fia Angelike","Sky emperor","ANGELEKE,ANGELIKE","LETHRINUS MAHSENA, LETHRINUS LENTJAN, LETHEINUS MAHSENA, LETHEINUS LENTJAN, LETHRINUS MASHENA","ANGELEKE,ANGELIKE"
"6037","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"6038","ANJARAME","Anjaramy","Acanthurus Levcosternon/ sturgeon","ANDRARAME,ANDRARAMY","ACANTHURUS TRIOSTEGUS","ANDRARAME,ANDRARAMY"
"6039","MPANISY","","Fish","","","Fish"
"6040","HORITA","Horita","Octopus","","","Horita"
"6041","TSITSIKE","","","","",""
"6042","MALILA","Malily","Black and yellow grouper/ Epinephelus flavocaeruleus","MALILY","MACOLOR NIGER","MALILY"
"6043","HORITA","Horita","Octopus","","","Horita"
"6044","VORAMASAE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"6045","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"6046","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"6047","ANTSERADAVA","Anteseradava","Fish","ANTSERAKE ANTSIVO","AULOSTOMUS CHINERSIS","ANTSERAKE ANTSIVO"
"6048","TSOIKE","","","","",""
"6049","TSORABY","","","","",""
"6050","HORITA","Horita","Octopus","","","Horita"
"6051","KAPOAKE","Kapike","","","","Kapike"
"6052","MALILA","Malily","Black and yellow grouper/ Epinephelus flavocaeruleus","MALILY","MACOLOR NIGER","MALILY"
"6053","HORITA","Horita","Octopus","","","Horita"
"6054","TSITSIKE","","","","",""
"6055","TSOIKE","","","","",""
"6056","ANGY","","Fish","ANGY","SIGNANUS CARALLINUS, CTENOCHAETUS TRUNCATUS, ACANTHURUS THOMPSONI, ACANTHURUS LEUCOSTERNON, CTENOCHAETUS BINOTATUS, ACANTHURUS NIGROFUSCUS, ACANTHURUS MATA, ACANTHURUS XANTHOPTERUS, ACANTHURUS NIGRICAUDA, ACANTHURUS TENNENTI, SIGANUS CORALLINUS, CTENOSCHRETUS STUATUS","ANGY"
"6057","HORITA","Horita","Octopus","","","Horita"
"6058","VORAMASAKY","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"6059","TABAKY","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"6060","TSOIKE","","","","",""
"6061","HORITA","Horita","Octopus","","","Horita"
"6062","HORITA","Horita","Octopus","","","Horita"
"6063","HORITA","Horita","Octopus","","","Horita"
"6064","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"6065","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"6066","ANGISY","Angisy","Squid","","","Angisy"
"6067","ANTSERAKE","Antseraky","Black-barred halfbeak/ hemiramphus far","","","Antseraky"
"6068","FIAMBONJO","","","FIAMBONDRO,FIAMBONDRO BEMASO,FIAMBONDRO MENA,FIAMBONDRO SARIJOHO,FIAMBONDRO SARILAFO,FIAMBONDRO SARILOVO,MBONDRO","PEMPHERIS VANICOLENSIS, PTEROIS VOLITANS, EPINEPHELUS FUSCOGUTTATUS, AETHALOPERCA ROGAA, PTERAGOGUS FLAGELLIFERA, OXYCHEILINUS BIMACULATUS, CHEILINUS TRILOBATUS, CHEILINUS OXYCEPHALUS, SCOLOPSIS GHANAM, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, AMPHIPRION AKALLOPISOS, PSEUDOCHEILINUS EVANIDUS, OXYCHEILINUS DIGRAMMA, CHEILINUS UNDULATUS, CHEILINUS FASCIATUS, BODIANUS ANTHIOIDES, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, NOTOLABRUS PARILUS, HOLOGYMNOSUS ANNULATUS, PLECTORHINCHUS ALBOVITTATUS, LUTJANUS ARGENTIMACULATUS, LUTJANUS FULVUS, LUTJANUS MONOSTIGMA, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, OXYCHEILINUS DIGRAMMUS, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, NOTOLABRU SPARLUS, PLECTORHINCHUS ALBOVITATUS, GNATHODENTEX AUROLINEATUS, PSEUDOCHEILNUS EVANUDUS, LUTJANUS SEBAE, LUTJANU ARGENTIMACULATUS, LUTJANUS MONASTIGMA, EPIBILUS UNSUDIATOR, PEMPHERIS VANICILENSIS, LABRICHTHYS UNILINEATUS","FIAMBONDRO,FIAMBONDRO BEMASO,FIAMBONDRO MENA,FIAMBONDRO SARIJOHO,FIAMBONDRO SARILAFO,FIAMBONDRO SARILOVO,MBONDRO"
"6069","HORITA","Horita","Octopus","","","Horita"
"6070","TSOIKE","","","","",""
"6071","ANGY","","Fish","ANGY","SIGNANUS CARALLINUS, CTENOCHAETUS TRUNCATUS, ACANTHURUS THOMPSONI, ACANTHURUS LEUCOSTERNON, CTENOCHAETUS BINOTATUS, ACANTHURUS NIGROFUSCUS, ACANTHURUS MATA, ACANTHURUS XANTHOPTERUS, ACANTHURUS NIGRICAUDA, ACANTHURUS TENNENTI, SIGANUS CORALLINUS, CTENOSCHRETUS STUATUS","ANGY"
"6072","HORITA","Horita","Octopus","","","Horita"
"6073","ANGELIKE","Fia Angelike","Sky emperor","ANGELEKE,ANGELIKE","LETHRINUS MAHSENA, LETHRINUS LENTJAN, LETHEINUS MAHSENA, LETHEINUS LENTJAN, LETHRINUS MASHENA","ANGELEKE,ANGELIKE"
"6074","TAMPAPOROHA","Tampampandra","","TAPOROHA","LETHRINUS HARAK","TAPOROHA"
"6075","HORITA","Horita","Octopus","","","Horita"
"6076","VORAMASAKY","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"6077","TSITSIKE","","","","",""
"6078","HORITA","Horita","Octopus","","","Horita"
"6079","HORITA","Horita","Octopus","","","Horita"
"6080","TARATAKE","Fia Taratake","Blacktip or brownspotted grouper/ Epinephelus fasciatus or hexagonatus","","","Fia Taratake"
"6081","FIANTSIFA","Fay Tsifa","Unicornfish, Naso unicornis","","","Fay Tsifa"
"6082","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"6083","AMPORAMA","Fia Amporama","One-spot snapper/Lutjanus fulviflamma or Lutjanus monostigma","AMPORAMA","LUTJANUS MONOSTIGMA, LUTJANUS FULVIFLAMMA, LUTJANUS EHRENBERGII, LUTJANUSFULVIFLAMMA, LUTJANUS FULVUS, LUTJANUS MONASTIGMA, LUTJANUS FULVUFFLAMMA","AMPORAMA"
"6084","KIFALAOTSE","Kifalaoke","","KIFALAOTSE","KYPHOSUS VAIGIENSIS, KYPHOSUS CINERASCENS, DIAGRAMMA PICTUM, PLECTORHINCHUS GIBBOSUS","KIFALAOTSE"
"6085","ANGELIKE","Fia Angelike","Sky emperor","ANGELEKE,ANGELIKE","LETHRINUS MAHSENA, LETHRINUS LENTJAN, LETHEINUS MAHSENA, LETHEINUS LENTJAN, LETHRINUS MASHENA","ANGELEKE,ANGELIKE"
"6086","MPANISY","","Fish","","","Fish"
"6087","TSOIKE","","","","",""
"6088","HORITA","Horita","Octopus","","","Horita"
"6089","HORITA","Horita","Octopus","","","Horita"
"6090","MALILA","Malily","Black and yellow grouper/ Epinephelus flavocaeruleus","MALILY","MACOLOR NIGER","MALILY"
"6091","OLOVO","Fia Lovo","Bluespotted or coral grouper / cephalopholis argus or cephalopholis miniata","LOVO","EPINEPHELUS FUSCOGUTTATUS, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, PLECTORHINCHUS ALBOVITTATUS, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, PLECTORHINCHUS ALBOVITATUS","LOVO"
"6092","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"6093","TSOIKE","","","","",""
